feature,gene_symbol,element_subtype,drug_class,drug_subclass,known_mechanism
POINT_DISRUPT:ompK35_N21KfsTer42,ompK35_N21KfsTer42,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_N29TfsTer34,ompK35_N29TfsTer34,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_P12SfsTer10,ompK35_P12SfsTer10,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_P12WfsTer1,ompK35_P12WfsTer1,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_P255QfsTer5,ompK35_P255QfsTer5,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Q275HfsTer11,ompK35_Q275HfsTer11,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Q288Ter,ompK35_Q288Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Q68Ter,ompK35_Q68Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Q78Ter,ompK35_Q78Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Q92Ter,ompK35_Q92Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Q92TfsTer22,ompK35_Q92TfsTer22,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_R115VfsTer30,ompK35_R115VfsTer30,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_R148PfsTer20,ompK35_R148PfsTer20,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_R60LfsTer31,ompK35_R60LfsTer31,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_S110YfsTer35,ompK35_S110YfsTer35,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_S233LfsTer20,ompK35_S233LfsTer20,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_S86CfsTer4,ompK35_S86CfsTer4,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_S86VfsTer3,ompK35_S86VfsTer3,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_T232RfsTer22,ompK35_T232RfsTer22,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_T47DfsTer43,ompK35_T47DfsTer43,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_T51IfsTer8,ompK35_T51IfsTer8,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_T96PfsTer7,ompK35_T96PfsTer7,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_V123RfsTer9,ompK35_V123RfsTer9,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_V131LfsTer14,ompK35_V131LfsTer14,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_W133Ter,ompK35_W133Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_W138Ter,ompK35_W138Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_W230GfsTer23,ompK35_W230GfsTer23,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_W316Ter,ompK35_W316Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y108Ter,ompK35_Y108Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y108TerfsTer0,ompK35_Y108TerfsTer0,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y113TerfsTer0,ompK35_Y113TerfsTer0,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y155Ter,ompK35_Y155Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y173Ter,ompK35_Y173Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y197TfsTer56,ompK35_Y197TfsTer56,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y251Ter,ompK35_Y251Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y329Ter,ompK35_Y329Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y36Ter,ompK35_Y36Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y76Ter,ompK35_Y76Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y76TerfsTer0,ompK35_Y76TerfsTer0,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_Y81Ter,ompK35_Y81Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_A12LfsTer3,ompK36_A12LfsTer3,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_A218RfsTer7,ompK36_A218RfsTer7,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_A275insTer9,ompK36_A275insTer9,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_A298RfsTer6,ompK36_A298RfsTer6,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_D121PfsTer41,ompK36_D121PfsTer41,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_D127TfsTer38,ompK36_D127TfsTer38,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_E181Ter,ompK36_E181Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_G108LfsTer9,ompK36_G108LfsTer9,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_G173RfsTer30,ompK36_G173RfsTer30,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_G29GALLNKTer,ompK36_G29GALLNKTer,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_I339SfsTer34,ompK36_I339SfsTer34,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_K174TerfsTer0,ompK36_K174TerfsTer0,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_K231SfsTer16,ompK36_K231SfsTer16,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_K27IfsTer5,ompK36_K27IfsTer5,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_K2Ter,ompK36_K2Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_N175KfsTer33,ompK36_N175KfsTer33,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_N20KfsTer3,ompK36_N20KfsTer3,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_N84TfsTer18,ompK36_N84TfsTer18,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_P130RfsTer5,ompK36_P130RfsTer5,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_P295AfsTer2,ompK36_P295AfsTer2,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Q170Ter,ompK36_Q170Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Q172Ter,ompK36_Q172Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Q196Ter,ompK36_Q196Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Q262PfsTer55,ompK36_Q262PfsTer55,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Q262Ter,ompK36_Q262Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Q54RfsTer34,ompK36_Q54RfsTer34,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Q76Ter,ompK36_Q76Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Q82Ter,ompK36_Q82Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_R154NfsTer3,ompK36_R154NfsTer3,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_S230RfsTer14,ompK36_S230RfsTer14,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_S45LfsTer1,ompK36_S45LfsTer1,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_T244NfsTer59,ompK36_T244NfsTer59,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_W94Ter,ompK36_W94Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Y255Ter,ompK36_Y255Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Y287SfsTer29,ompK36_Y287SfsTer29,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Y287YTer,ompK36_Y287YTer,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK36_Y43Ter,ompK36_Y43Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:oqxR_A104RfsTer52,oqxR_A104RfsTer52,POINT_DISRUPT,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,True
POINT_DISRUPT:oqxR_A71QfsTer5,oqxR_A71QfsTer5,POINT_DISRUPT,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,True
POINT_DISRUPT:oqxR_A91GfsTer31,oqxR_A91GfsTer31,POINT_DISRUPT,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,True
POINT_DISRUPT:oqxR_D95AfsTer23,oqxR_D95AfsTer23,POINT_DISRUPT,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,True
POINT_DISRUPT:oqxR_D95AfsTer27,oqxR_D95AfsTer27,POINT_DISRUPT,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,True
